age,workclass,education,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
22-30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Mexico,LessThan50K
22-30,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,48,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,State-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,50,United-States,LessThan50K
22-30,Private,10th,Never-married,Sales,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,?,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,60,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,18-21,France,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,9th,Never-married,Other-service,Not-in-family,White,Female,37,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,3,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Own-child,Black,Female,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Other-service,Not-in-family,White,Female,18-21,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,33,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Unmarried,White,Female,18-21,United-States,LessThan50K
22-30,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,50,Taiwan,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,16,?,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,32,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,35,Dominican-Republic,LessThan50K
22-30,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,55,United-States,LessThan50K
22-30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
22-30,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,65,United-States,LessThan50K
22-30,?,9th,Married-civ-spouse,?,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,MoreThan50K
22-30,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,65,United-States,LessThan50K
22-30,Private,Bachelors,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,37,United-States,LessThan50K
22-30,?,HS-grad,Never-married,?,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,Japan,LessThan50K
22-30,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,11th,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
22-30,?,9th,Never-married,?,Own-child,White,Female,30,United-States,LessThan50K
22-30,?,Some-college,Married-civ-spouse,?,Wife,White,Female,30,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,18-21,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,42,United-States,LessThan50K
22-30,Private,Masters,Never-married,Sales,Unmarried,Black,Female,38,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Own-child,White,Female,35,United-States,LessThan50K
22-30,Self-emp-not-inc,11th,Never-married,Prof-specialty,Not-in-family,White,Female,3,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,32,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,45,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,64,?,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Protective-serv,Not-in-family,Other,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,18-21,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,LessThan50K
22-30,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,?,HS-grad,Never-married,?,Not-in-family,White,Female,25,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,60,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,LessThan50K
22-30,Private,12th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,18-21,United-States,MoreThan50K
22-30,?,Bachelors,Never-married,?,Other-relative,White,Female,40,United-States,LessThan50K
22-30,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,18-21,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,18-21,Italy,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,37,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,25,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
22-30,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,41,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,24,?,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,LessThan50K
22-30,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Not-in-family,White,Female,18-21,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Unmarried,White,Female,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,50,United-States,LessThan50K
22-30,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Masters,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,?,9th,Married-civ-spouse,?,Husband,White,Male,10,Mexico,LessThan50K
22-30,Federal-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,18-21,United-States,LessThan50K
22-30,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Not-in-family,White,Male,60,United-States,LessThan50K
22-30,Private,11th,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,30,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Transport-moving,Own-child,White,Male,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,LessThan50K
22-30,?,HS-grad,Never-married,?,Not-in-family,White,Female,30,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,38,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,LessThan50K
22-30,Private,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,50,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,50,United-States,LessThan50K
22-30,Federal-gov,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,MoreThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,LessThan50K
22-30,Private,11th,Separated,Handlers-cleaners,Other-relative,White,Female,40,United-States,LessThan50K
22-30,?,11th,Never-married,?,Not-in-family,White,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,24,?,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Other-relative,Black,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,75,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,Masters,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,LessThan50K
22-30,?,7th-8th,Never-married,?,Not-in-family,White,Female,25,United-States,LessThan50K
22-30,Private,12th,Never-married,Craft-repair,Own-child,White,Male,32,United-States,LessThan50K
22-30,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,Mexico,LessThan50K
22-30,State-gov,Bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,40,?,LessThan50K
22-30,Local-gov,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,42,United-States,LessThan50K
22-30,Private,7th-8th,Married-civ-spouse,Farming-fishing,Own-child,White,Female,45,Mexico,LessThan50K
22-30,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,11th,Separated,Craft-repair,Not-in-family,White,Male,40,Mexico,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,18-21,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,LessThan50K
22-30,Local-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,50,United-States,LessThan50K
22-30,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,30,United-States,LessThan50K
22-30,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,15,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,37,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Not-in-family,White,Male,40,?,LessThan50K
22-30,Local-gov,11th,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,45,United-States,LessThan50K
22-30,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,65,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,60,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Own-child,White,Male,30,United-States,LessThan50K
22-30,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,45,China,LessThan50K
22-30,Private,Masters,Never-married,Exec-managerial,Own-child,White,Male,90,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,40,El-Salvador,LessThan50K
22-30,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,LessThan50K
22-30,Local-gov,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-spouse-absent,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Unmarried,White,Male,50,Mexico,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,65,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Male,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
22-30,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,13,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Craft-repair,Own-child,White,Male,35,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,Mexico,LessThan50K
22-30,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,38,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,24,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,White,Female,32,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
22-30,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,15,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,52,Dominican-Republic,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,40,Jamaica,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,27,United-States,LessThan50K
22-30,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,LessThan50K
22-30,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States,LessThan50K
