tid,attribute,correct_val
1553,akaname,dunkin donuts baskin robbins
1553,license,1913868
1553,facilitytype,restaurant
1553,risk,risk 2 (medium)
1553,address,8753 s stony island ave 
1553,city,chicago
1553,state,il
1553,zip,60617
1553,inspectiondate,05/24/2010
1553,inspectiontype,short form complaint
1553,results,pass
1553,latitude,41.73536134
1553,longitude,-87.58501433
1554,inspectionid,68426
1554,dbaname,children's garden child development center
1554,akaname,children's garden child development center
1554,license,1739980
1554,facilitytype,daycare (2 - 6 years)
1554,risk,risk 1 (high)
1554,address,8902 s brandon ave 
1554,city,chicago
1554,state,il
1554,zip,60617
1554,inspectiondate,05/25/2010
1554,inspectiontype,license
1554,results,fail
1554,latitude,41.73363379
1554,longitude,-87.54715938
1555,inspectionid,68427
1555,dbaname,mario's foods
1555,akaname,mario's foods
1555,license,1650291
1555,facilitytype,grocery store
1555,risk,risk 2 (medium)
1555,address,2623-2625 e 83rd st 
1555,city,chicago
1555,state,il
1555,zip,60617
1555,inspectiondate,05/25/2010
1555,inspectiontype,complaint
1555,results,fail
1555,latitude,41.74442926
1555,longitude,-87.56027424
1556,inspectionid,68428
1556,dbaname,saginaw wine and liquors
1556,akaname,saginaw wine and liquors
1556,license,38682
1556,facilitytype,grocery store
1556,risk,risk 3 (low)
1556,address,2615 e 83rd st 
1556,city,chicago
1556,state,il
1556,zip,60617
1556,inspectiondate,05/25/2010
1556,inspectiontype,canvass
1556,results,pass
1556,latitude,41.7444251
1556,longitude,-87.56061004
1557,inspectionid,68429
1557,dbaname,kiddie works
1557,akaname,kiddie works
1557,license,39019
1557,facilitytype,daycare (2 - 6 years)
1557,risk,risk 1 (high)
1557,address,1933 e 87th st 
1557,city,chicago
1557,state,il
1557,zip,60617
1557,inspectiondate,05/26/2010
1557,inspectiontype,license
1557,results,fail
1557,latitude,41.73692973
1557,longitude,-87.57686967
1558,inspectionid,68430
1558,dbaname,south harper montessori school
1558,akaname,south harper montessori school
1558,license,15817
1558,facilitytype,daycare (2 - 6 years)
1558,risk,risk 1 (high)
1558,address,8358 s stony island ave 
1558,city,chicago
1558,state,il
1558,zip,60617
1558,inspectiondate,05/26/2010
1558,inspectiontype,license
1558,results,fail
1558,latitude,41.74242102
1558,longitude,-87.5859176
1559,inspectionid,68431
1559,dbaname,nicks food mart
1559,akaname,nicks food mart
1559,license,1593174
1559,facilitytype,grocery store
1559,risk,risk 2 (medium)
1559,address,2301 e 83rd st 
1559,city,chicago
1559,state,il
1559,zip,60617
1559,inspectiondate,05/26/2010
1559,inspectiontype,complaint re-inspection
1559,results,fail
1559,latitude,41.74432119
1559,longitude,-87.56849309
1560,inspectionid,68432
1560,dbaname,little angels academy & kindergarten
1560,akaname,little angels academy & kindergarten
1560,license,1916430
1560,facilitytype,daycare (2 - 6 years)
1560,risk,risk 1 (high)
1560,address,10501 s torrence ave 
1560,city,chicago
1560,state,il
1560,zip,60617
1560,inspectiondate,05/28/2010
1560,inspectiontype,license re-inspection
1560,results,fail
1560,latitude,41.70449451
1560,longitude,-87.55948125
1561,inspectionid,68433
1561,dbaname,brenda's kids club daycare center
1561,akaname,brenda's kids club daycare center
1561,license,1695905
1561,facilitytype,daycare above and under 2 years
1561,risk,risk 1 (high)
1561,address,3552 e 118th st 
1561,city,chicago
1561,state,il
1561,zip,60617
1561,inspectiondate,05/28/2010
1561,inspectiontype,license
1561,results,fail
1561,latitude,41.68105327
1561,longitude,-87.53683433
1562,inspectionid,68434
1562,dbaname,brenda's kids club daycare center
1562,akaname,brenda's kids club daycare center
1562,license,1695904
1562,facilitytype,daycare above and under 2 years
1562,risk,risk 1 (high)
1562,address,3552 e 118th st 
1562,city,chicago
1562,state,il
1562,zip,60617
1562,inspectiondate,05/28/2010
1562,inspectiontype,license
1562,results,fail
1562,latitude,41.68105327
1562,longitude,-87.53683433
1563,inspectionid,68435
1563,dbaname,a whizz kids preschool
1563,akaname,a whizz kids preschool
1563,license,10215
1563,facilitytype,daycare (2 - 6 years)
1563,risk,risk 1 (high)
1563,address,2600 e 83rd st 
1563,city,chicago
1563,state,il
1563,zip,60617
1563,inspectiondate,06/01/2010
1563,inspectiontype,license
1563,results,fail
1563,latitude,41.74463633
1563,longitude,-87.56120291
1564,inspectionid,68436
1564,dbaname,mario's foods
1564,akaname,mario's foods
1564,license,1650291
1564,facilitytype,grocery store
1564,risk,risk 2 (medium)
1564,address,2623-2625 e 83rd st 
1564,city,chicago
1564,state,il
1564,zip,60617
1564,inspectiondate,06/01/2010
1564,inspectiontype,complaint re-inspection
1564,results,pass w/ conditions
1564,latitude,41.74442926
1564,longitude,-87.56027424
1565,inspectionid,68437
1565,dbaname,wendy's
1565,akaname,wendy's
1565,license,53146
1565,facilitytype,restaurant
1565,risk,risk 2 (medium)
1565,address,8635-8645 s stony island ave 
1565,city,chicago
1565,state,il
1565,zip,60617
1565,inspectiondate,06/01/2010
1565,inspectiontype,short form complaint
1565,results,pass
1565,latitude,41.73772168
1565,longitude,-87.58507447
1566,inspectionid,68438
1566,dbaname,a-illinois institute for children
1566,akaname,a-illinois institute for children
1566,license,1092321
1566,facilitytype,daycare above and under 2 years
1566,risk,risk 1 (high)
1566,address,10009 s yates ave 
1566,city,chicago
1566,state,il
1566,zip,60617
1566,inspectiondate,06/02/2010
1566,inspectiontype,license
1566,results,fail
1566,latitude,41.71321089
1566,longitude,-87.56443616
1567,inspectionid,68439
1567,dbaname,bowen h/s  /baker charter school
1567,akaname,bowen h/s  /baker charter school
1567,license,46531
1567,facilitytype,school
1567,risk,risk 1 (high)
1567,address,2710 e 89th st (8900s) 
1567,city,chicago
1567,state,il
1567,zip,60617
1567,inspectiondate,06/02/2010
1567,inspectiontype,canvass re-inspection
1567,results,pass
1567,latitude,41.73376107
1567,longitude,-87.55775263
1568,inspectionid,68440
1568,dbaname,qodesh educational institute
1568,akaname,qodesh educational institute
1568,license,1224477
1568,facilitytype,daycare (under 2 years)
1568,risk,risk 1 (high)
1568,address,2534-38 e 83rd st 
1568,city,chicago
1568,state,il
1568,zip,60617
1568,inspectiondate,06/03/2010
1568,inspectiontype,license
1568,results,fail
1568,latitude,41.74462005
1568,longitude,-87.5623348
1569,inspectionid,68441
1569,dbaname,qodesh educational institute
1569,akaname,qodesh educational institute
1569,license,1224477
1569,facilitytype,daycare (under 2 years)
1569,risk,risk 1 (high)
1569,address,2534-38 e 83rd st 
1569,city,chicago
1569,state,il
1569,zip,60617
1569,inspectiondate,06/03/2010
1569,inspectiontype,license
1569,results,fail
1569,latitude,41.74462005
1569,longitude,-87.5623348
1570,inspectionid,68442
1570,dbaname,a child's world early learning center
1570,akaname,a child's world early learning center
1570,license,1357825
1570,facilitytype,daycare (2 - 6 years)
1570,risk,risk 1 (high)
1570,address,2145 e 83rd st 
1570,city,chicago
1570,state,il
1570,zip,60617
1570,inspectiondate,06/03/2010
1570,inspectiontype,license
1570,results,fail
1570,latitude,41.7442799
1570,longitude,-87.57163518
1571,inspectionid,68443
1571,dbaname,a child's world early learning center
1571,akaname,a child's world early learning center
1571,license,1768092
1571,facilitytype,daycare (2 - 6 years)
1571,risk,risk 1 (high)
1571,address,2145 e 83rd st 
1571,city,chicago
1571,state,il
1571,zip,60617
1571,inspectiondate,06/03/2010
1571,inspectiontype,license
1571,results,fail
1571,latitude,41.7442799
1571,longitude,-87.57163518
1572,inspectionid,68444
1572,dbaname,head of the class daycare and learning center
1572,akaname,head of the class daycare and learning center
1572,license,24538
1572,facilitytype,daycare above and under 2 years
1572,risk,risk 1 (high)
1572,address,1900 e 87th st 
1572,city,chicago
1572,state,il
1572,zip,60617
1572,inspectiondate,06/04/2010
1572,inspectiontype,license
1572,results,fail
1572,latitude,41.73713247
1572,longitude,-87.57809061
1573,inspectionid,68445
1573,dbaname,head of the class daycare and learning center
1573,akaname,head of the class daycare and learning center
1573,license,1356162
1573,facilitytype,daycare above and under 2 years
1573,risk,risk 1 (high)
1573,address,1900 e 87th st 
1573,city,chicago
1573,state,il
1573,zip,60617
1573,inspectiondate,06/04/2010
1573,inspectiontype,license
1573,results,fail
1573,latitude,41.73713247
1573,longitude,-87.57809061
1574,inspectionid,68446
1574,dbaname,pill hill development center
1574,akaname,pill hill development center
1574,license,15827
1574,facilitytype,daycare (2 - 6 years)
1574,risk,risk 1 (high)
1574,address,8802 s stony island ave 
1574,city,chicago
1574,state,il
1574,zip,60617
1574,inspectiondate,06/07/2010
1574,inspectiontype,license
1574,results,fail
1574,latitude,41.73494437
1574,longitude,-87.58574727
1575,inspectionid,68447
1575,dbaname,mc cann day care center
1575,akaname,mc cann day care center
1575,license,6527
1575,facilitytype,daycare (2 - 6 years)
1575,risk,risk 1 (high)
1575,address,8612 s stony island ave 
1575,city,chicago
1575,state,il
1575,zip,60617
1575,inspectiondate,06/07/2010
1575,inspectiontype,license
1575,results,fail
1575,latitude,41.73830089
1575,longitude,-87.58581842
1576,inspectionid,68448
1576,dbaname,c.r. phillips chld. dev. centr
1576,akaname,c.r. phillips chld. dev. centr
1576,license,51302
1576,facilitytype,daycare (2 - 6 years)
1576,risk,risk 1 (high)
1576,address,2018 e 83rd st 
1576,city,chicago
1576,state,il
1576,zip,60617
1576,inspectiondate,06/07/2010
1576,inspectiontype,license
1576,results,pass
1576,latitude,41.74445609
1576,longitude,-87.57498454
1577,inspectionid,68449
1577,dbaname,henry booth house
1577,akaname,henry booth house
1577,license,25802
1577,facilitytype,daycare (2 - 6 years)
1577,risk,risk 1 (high)
1577,address,2929 s wabash ave 
1577,city,chicago
1577,state,il
1577,zip,60616
1577,inspectiondate,06/08/2010
1577,inspectiontype,license re-inspection
1577,results,pass
1577,latitude,41.84109418
1577,longitude,-87.62506779
1578,inspectionid,68450
1578,dbaname,miceli's deli & food mart
1578,akaname,miceli's deli & food mart
1578,license,44924
1578,facilitytype,restaurant
1578,risk,risk 1 (high)
1578,address,2448 s oakley ave 
1578,city,chicago
1578,state,il
1578,zip,60608
1578,inspectiondate,06/08/2010
1578,inspectiontype,special events (festivals)
1578,results,pass
1578,latitude,41.84702046
1578,longitude,-87.68319955
1579,inspectionid,68451
1579,dbaname,bacchanalia ristorante
1579,akaname,bacchanalia ristorante
1579,license,1599
1579,facilitytype,restaurant
1579,risk,risk 1 (high)
1579,address,2413 s oakley ave 
1579,city,chicago
1579,state,il
1579,zip,60608
1579,inspectiondate,06/08/2010
1579,inspectiontype,special events (festivals)
1579,results,pass
1579,latitude,41.84804402
1579,longitude,-87.68293718
1580,inspectionid,68452
1580,dbaname,gomez tacos rest
1580,akaname,gomez tacos rest
1580,license,17434
1580,facilitytype,restaurant
1580,risk,risk 1 (high)
1580,address,3016 e 91st st 
1580,city,chicago
1580,state,il
1580,zip,60617
1580,inspectiondate,06/09/2010
1580,inspectiontype,complaint
1580,results,pass
1580,latitude,41.73019683
1580,longitude,-87.5504744
1581,inspectionid,68453
1581,dbaname,nicks food mart
1581,akaname,nicks food mart
1581,license,1593174
1581,facilitytype,grocery store
1581,risk,risk 2 (medium)
1581,address,2301 e 83rd st 
1581,city,chicago
1581,state,il
1581,zip,60617
1581,inspectiondate,06/10/2010
1581,inspectiontype,complaint re-inspection
1581,results,pass
1581,latitude,41.74432119
1581,longitude,-87.56849309
1582,inspectionid,68454
1582,dbaname,the taste of new orleans
1582,akaname,the taste of new orleans
1582,license,2037309
1582,facilitytype,restaurant
1582,risk,risk 1 (high)
1582,address,9034 s commercial ave 
1582,city,chicago
1582,state,il
1582,zip,60617
1582,inspectiondate,06/10/2010
1582,inspectiontype,license
1582,results,fail
1582,latitude,41.73084525
1582,longitude,-87.5514218
1583,inspectionid,68455
1583,dbaname,a child's world early learning center
1583,akaname,a child's world early learning center
1583,license,1357825
1583,facilitytype,daycare (2 - 6 years)
1583,risk,risk 1 (high)
1583,address,2145 e 83rd st 
1583,city,chicago
1583,state,il
1583,zip,60617
1583,inspectiondate,06/11/2010
1583,inspectiontype,license re-inspection
1583,results,fail
1583,latitude,41.7442799
1583,longitude,-87.57163518
1584,inspectionid,68456
1584,dbaname,rosyi bakery
1584,akaname,rosyi bakery
1584,license,1621260
1584,facilitytype,bakery
1584,risk,risk 2 (medium)
1584,address,9026 s commercial ave 
1584,city,chicago
1584,state,il
1584,zip,60617
1584,inspectiondate,06/11/2010
1584,inspectiontype,canvass
1584,results,fail
1584,latitude,41.73107196
1584,longitude,-87.55142719
1585,inspectionid,68457
1585,dbaname,guadalupana bakery
1585,akaname,guadalupana bakery
1585,license,2037628
1585,facilitytype,bakery
1585,risk,risk 2 (medium)
1585,address,9026 s commercial ave 
1585,city,chicago
1585,state,il
1585,zip,60617
1585,inspectiondate,06/11/2010
1585,inspectiontype,license
1585,results,fail
1585,latitude,41.73107196
1585,longitude,-87.55142719
1586,inspectionid,68458
1586,dbaname,arafat othman
1586,akaname,arafat othman
1586,license,1274421
1586,facilitytype,grocery store
1586,risk,risk 2 (medium)
1586,address,3036 e 87th st 
1586,city,chicago
1586,state,il
1586,zip,60617
1586,inspectiondate,06/14/2010
1586,inspectiontype,canvass
1586,results,fail
1586,latitude,41.73750868
1586,longitude,-87.54990543
1587,inspectionid,68459
1587,dbaname,j & l food mart
1587,akaname,j & l food mart
1587,license,2037600
1587,facilitytype,grocery store
1587,risk,risk 2 (medium)
1587,address,3036 e 87th st 
1587,city,chicago
1587,state,il
1587,zip,60617
1587,inspectiondate,06/14/2010
1587,inspectiontype,license
1587,results,fail
1587,latitude,41.73750868
1587,longitude,-87.54990543
1588,inspectionid,68460
1588,dbaname,armour branch
1588,akaname,armour branch
1588,license,22062
1588,facilitytype,school
1588,risk,risk 1 (high)
1588,address,911 w 32nd pl (3230s) 
1588,city,chicago
1588,state,il
1588,zip,60608
1588,inspectiondate,06/14/2010
1588,inspectiontype,canvass re-inspection
1588,results,pass
1588,latitude,41.83551771
1588,longitude,-87.64914622
1589,inspectionid,68461
1589,dbaname,armour elementary school
1589,akaname,armour elementary school
1589,license,22061
1589,facilitytype,school
1589,risk,risk 1 (high)
1589,address,950 w 33rd pl (3332s) 
1589,city,chicago
1589,state,il
1589,zip,60608
1589,inspectiondate,06/14/2010
1589,inspectiontype,canvass
1589,results,pass
1589,latitude,41.8338821
1589,longitude,-87.65061898
1590,inspectionid,68462
1590,dbaname,mcdonald's
1590,akaname,mcdonald's
1590,license,1770427
1590,facilitytype,
1590,risk,risk 2 (medium)
1590,address,1951 e 95th st 
1590,city,chicago
1590,state,il
1590,zip,60617
1590,inspectiondate,06/15/2010
1590,inspectiontype,out of business
1590,results,fail
1590,latitude,41.72235445
1590,longitude,-87.57577806
1591,inspectionid,68463
1591,dbaname,mcdonalds
1591,akaname,mcdonalds
1591,license,2031962
1591,facilitytype,restaurant
1591,risk,risk 2 (medium)
1591,address,1951 e 95th st 
1591,city,chicago
1591,state,il
1591,zip,60617
1591,inspectiondate,06/15/2010
1591,inspectiontype,license re-inspection
1591,results,pass
1591,latitude,41.72235445
1591,longitude,-87.57577806
1592,inspectionid,68464
1592,dbaname,everett elementary
1592,akaname,everett elementary
1592,license,23141
1592,facilitytype,school
1592,risk,risk 1 (high)
1592,address,3419 s bell (2232w) 
1592,city,chicago
1592,state,il
1592,zip,60608
1592,inspectiondate,06/15/2010
1592,inspectiontype,canvass
1592,results,pass
1592,latitude,41.83154196
1592,longitude,-87.68127322
1593,inspectionid,68465
1593,dbaname,wingz it iz inc
1593,akaname,wingz it iz inc
1593,license,85752
1593,facilitytype,restaurant
1593,risk,risk 2 (medium)
1593,address,9106 s stony island ave 
1593,city,chicago
1593,state,il
1593,zip,60617
1593,inspectiondate,06/15/2010
1593,inspectiontype,complaint
1593,results,pass
1593,latitude,41.72935103
1593,longitude,-87.58563289
1594,inspectionid,68466
1594,dbaname,j & j fish
1594,akaname,j & j fish
1594,license,1276537
1594,facilitytype,restaurant
1594,risk,risk 2 (medium)
1594,address,8508 s stony island ave 
1594,city,chicago
1594,state,il
1594,zip,60617
1594,inspectiondate,06/17/2010
1594,inspectiontype,short form complaint
1594,results,pass w/ conditions
1594,latitude,41.74025425
1594,longitude,-87.58586833
1595,inspectionid,68467
1595,dbaname,subway
1595,akaname,subway
1595,license,1843586
1595,facilitytype,restaurant
1595,risk,risk 1 (high)
1595,address,3538 e 118th st 
1595,city,chicago
1595,state,il
1595,zip,60617
1595,inspectiondate,06/18/2010
1595,inspectiontype,suspected food poisoning
1595,results,pass
1595,latitude,41.68105388
1595,longitude,-87.53738914
1596,inspectionid,68468
1596,dbaname,little angels academy & kindergarten
1596,akaname,little angels academy & kindergarten
1596,license,1916430
1596,facilitytype,daycare (2 - 6 years)
1596,risk,risk 1 (high)
1596,address,10501 s torrence ave 
1596,city,chicago
1596,state,il
1596,zip,60617
1596,inspectiondate,06/18/2010
1596,inspectiontype,license re-inspection
1596,results,fail
1596,latitude,41.70449451
1596,longitude,-87.55948125
1597,inspectionid,68469
1597,dbaname,ada s. mckinley golden diner
1597,akaname,ada s. mckinley golden diner
1597,license,2046715
1597,facilitytype,golden diner
1597,risk,risk 1 (high)
1597,address,2647 e 88th st 
1597,city,chicago
1597,state,il
1597,zip,60617
1597,inspectiondate,06/21/2010
1597,inspectiontype,canvass
1597,results,pass
1597,latitude,41.73534787
1597,longitude,-87.55928296
1598,inspectionid,68470
1598,dbaname,the taste of new orleans
1598,akaname,the taste of new orleans
1598,license,2037309
1598,facilitytype,restaurant
1598,risk,risk 1 (high)
1598,address,9034 s commercial ave 
1598,city,chicago
1598,state,il
1598,zip,60617
1598,inspectiondate,06/21/2010
1598,inspectiontype,license re-inspection
1598,results,pass
1598,latitude,41.73084525
1598,longitude,-87.5514218
1599,inspectionid,68471
1599,dbaname,jewel food store #3092
1599,akaname,jewel food store #3092
1599,license,1411
1599,facilitytype,grocery store
1599,risk,risk 1 (high)
1599,address,1655 e 95th st 
1599,city,chicago
1599,state,il
1599,zip,60617
1599,inspectiondate,06/21/2010
1599,inspectiontype,complaint
1599,results,pass
1599,latitude,41.7222632
1599,longitude,-87.58291763
1600,inspectionid,68472
1600,dbaname,tony freez
1600,akaname,tony freez
1600,license,2041759
1600,facilitytype,restaurant
1600,risk,risk 2 (medium)
1600,address,8464 s commercial ave 
1600,city,chicago
1600,state,il
1600,zip,60617
1600,inspectiondate,06/22/2010
1600,inspectiontype,license
1600,results,fail
1600,latitude,41.74163408
1600,longitude,-87.55165294
1601,inspectionid,68473
1601,dbaname,paleteria el potrillo
1601,akaname,paleteria el potrillo
1601,license,1356319
1601,facilitytype,restaurant
1601,risk,risk 1 (high)
1601,address,8548 s commercial ave 
1601,city,chicago
1601,state,il
1601,zip,60617
1601,inspectiondate,06/22/2010
1601,inspectiontype,canvass
1601,results,pass
1601,latitude,41.73957167
1601,longitude,-87.55161886
1602,inspectionid,68474
1602,dbaname,j & l food mart
1602,akaname,j & l food mart
1602,license,2037600
1602,facilitytype,grocery store
1602,risk,risk 2 (medium)
1602,address,3036 e 87th st 
1602,city,chicago
1602,state,il
1602,zip,60617
1602,inspectiondate,06/22/2010
1602,inspectiontype,license re-inspection
1602,results,pass
1602,latitude,41.73750868
1602,longitude,-87.54990543
1603,inspectionid,68475
1603,dbaname,arafat othman
1603,akaname,arafat othman
1603,license,1274421
1603,facilitytype,grocery store
1603,risk,risk 2 (medium)
1603,address,3036 e 87th st 
1603,city,chicago
1603,state,il
1603,zip,60617
1603,inspectiondate,06/22/2010
1603,inspectiontype,out of business
1603,results,fail
1603,latitude,41.73750868
1603,longitude,-87.54990543
1604,inspectionid,68476
1604,dbaname,mcdonalds restaurant
1604,akaname,mcdonalds restaurant
1604,license,12886
1604,facilitytype,restaurant
1604,risk,risk 2 (medium)
1604,address,9211 s commercial ave 
1604,city,chicago
1604,state,il
1604,zip,60617
1604,inspectiondate,07/02/2010
1604,inspectiontype,short form complaint
1604,results,pass
1604,latitude,41.72788019
1604,longitude,-87.55106123
1605,inspectionid,68477
1605,dbaname,harold's chicken shack #10
1605,akaname,harold's chicken shack #10
1605,license,1937863
1605,facilitytype,restaurant
1605,risk,risk 2 (medium)
1605,address,1709 e 87th st 
1605,city,chicago
1605,state,il
1605,zip,60617
1605,inspectiondate,07/06/2010
1605,inspectiontype,short form complaint
1605,results,fail
1605,latitude,41.73685126
1605,longitude,-87.58233682
1606,inspectionid,70269
1606,dbaname,mr.daniel's
1606,akaname,mr.daniel's
1606,license,1899292
1606,facilitytype,restaurant
1606,risk,risk 1 (high)
1606,address,5645 w belmont ave 
1606,city,chicago
1606,state,il
1606,zip,60634
1606,inspectiondate,01/04/2010
1606,inspectiontype,license re-inspection
1606,results,pass
1606,latitude,41.93844282
1606,longitude,-87.76831838
1607,inspectionid,70271
1607,dbaname,reggio's pizza express (t3-hk food court)
1607,akaname,reggio's pizza express (t3-hk food court)
1607,license,1120626
1607,facilitytype,restaurant
1607,risk,risk 1 (high)
1607,address,11601 w touhy ave 
1607,city,chicago
1607,state,il
1607,zip,60666
1607,inspectiondate,01/05/2010
1607,inspectiontype,suspected food poisoning
1607,results,pass
1607,latitude,42.0085364
1607,longitude,-87.91442844
1608,inspectionid,70272
1608,dbaname,the doghouse
1608,akaname,the doghouse
1608,license,1681450
1608,facilitytype,
1608,risk,risk 1 (high)
1608,address,11601 w touhy ave 
1608,city,chicago
1608,state,il
1608,zip,60666
1608,inspectiondate,01/05/2010
1608,inspectiontype,out of business
1608,results,pass
1608,latitude,42.0085364
1608,longitude,-87.91442844
1609,inspectionid,70273
1609,dbaname,the great american bagel (t3-h10)
1609,akaname,the great american bagel (t3-h10)
1609,license,1879164
1609,facilitytype,restaurant
1609,risk,risk 1 (high)
1609,address,11601 w touhy ave 
1609,city,chicago
1609,state,il
1609,zip,60666
1609,inspectiondate,01/05/2010
1609,inspectiontype,canvass
1609,results,fail
1609,latitude,42.0085364
1609,longitude,-87.91442844
1610,inspectionid,70274
1610,dbaname,cibo express gourmet market #2 t2 vendor checkpoin
1610,akaname,cibo express gourmet market #2 t2 vendor checkpoin
1610,license,1899202
1610,facilitytype,grocery store
1610,risk,risk 3 (low)
1610,address,11601 w touhy ave 
1610,city,chicago
1610,state,il
1610,zip,60666
1610,inspectiondate,01/06/2010
1610,inspectiontype,canvass
1610,results,pass
1610,latitude,42.0085364
1610,longitude,-87.91442844
1611,inspectionid,70275
1611,dbaname,the great american bagel
1611,akaname,the great american bagel
1611,license,1488510
1611,facilitytype,restaurant
1611,risk,risk 1 (high)
1611,address,11601 w touhy ave 
1611,city,chicago
1611,state,il
1611,zip,60666
1611,inspectiondate,01/06/2010
1611,inspectiontype,out of business
1611,results,pass
1611,latitude,42.0085364
1611,longitude,-87.91442844
1612,inspectionid,70276
1612,dbaname,the great american bagel (t3-h10)
1612,akaname,the great american bagel (t3-h10)
1612,license,1879164
1612,facilitytype,restaurant
1612,risk,risk 1 (high)
1612,address,11601 w touhy ave 
1612,city,chicago
1612,state,il
1612,zip,60666
1612,inspectiondate,01/06/2010
1612,inspectiontype,canvass re-inspection
1612,results,pass
1612,latitude,42.0085364
1612,longitude,-87.91442844
1613,inspectionid,70277
1613,dbaname,mcdonald's
1613,akaname,mcdonald's
1613,license,1383391
1613,facilitytype,restaurant
1613,risk,risk 2 (medium)
1613,address,4550 n cumberland ave 
1613,city,chicago
1613,state,il
1613,zip,60656
1613,inspectiondate,01/07/2010
1613,inspectiontype,canvass
1613,results,pass
1613,latitude,41.96276792
1613,longitude,-87.83684033
1614,inspectionid,70278
1614,dbaname,maria's mexican resturant
1614,akaname,maria's mexican resturant
1614,license,22926
1614,facilitytype,restaurant
1614,risk,risk 1 (high)
1614,address,9440 w foster ave 
1614,city,chicago
1614,state,il
1614,zip,60656
1614,inspectiondate,01/07/2010
1614,inspectiontype,canvass
1614,results,fail
1614,latitude,41.97340096
1614,longitude,-87.86302998
1615,inspectionid,70279
1615,dbaname,the great american bagel
1615,akaname,the great american bagel
1615,license,1874859
1615,facilitytype,restaurant
1615,risk,risk 1 (high)
1615,address,4634 n cumberland ave 
1615,city,chicago
1615,state,il
1615,zip,60656
1615,inspectiondate,01/12/2010
1615,inspectiontype,canvass
1615,results,pass
1615,latitude,41.96405106
1615,longitude,-87.83683792
1616,inspectionid,70280
1616,dbaname,great american bagel
1616,akaname,great american bagel
1616,license,1768302
1616,facilitytype,
1616,risk,risk 1 (high)
1616,address,4634 n cumberland ave 
1616,city,chicago
1616,state,il
1616,zip,60656
1616,inspectiondate,01/12/2010
1616,inspectiontype,out of business
1616,results,pass
1616,latitude,41.96405106
1616,longitude,-87.83683792
1617,inspectionid,70281
1617,dbaname,taqueria amigo chino
1617,akaname,taqueria amigo chino
1617,license,1242757
1617,facilitytype,restaurant
1617,risk,risk 1 (high)
1617,address,5601 w irving park rd 
1617,city,chicago
1617,state,il
1617,zip,60634
1617,inspectiondate,01/12/2010
1617,inspectiontype,complaint
1617,results,pass w/ conditions
1617,latitude,41.95307342
1617,longitude,-87.76705641
1618,inspectionid,70282
1618,dbaname,s & l enterprises l t d
1618,akaname,s & l enterprises l t d
1618,license,27251
1618,facilitytype,restaurant
1618,risk,risk 1 (high)
1618,address,5454 n harlem ave 
1618,city,chicago
1618,state,il
1618,zip,60656
1618,inspectiondate,01/13/2010
1618,inspectiontype,canvass
1618,results,pass w/ conditions
1618,latitude,41.97983627
1618,longitude,-87.80712742
1619,inspectionid,70283
1619,dbaname,mr k's restaurant
1619,akaname,mr k's restaurant
1619,license,7935
1619,facilitytype,
1619,risk,risk 1 (high)
1619,address,5415 n harlem ave 
1619,city,chicago
1619,state,il
1619,zip,60656
1619,inspectiondate,01/13/2010
1619,inspectiontype,out of business
1619,results,pass
1619,latitude,41.97962305
1619,longitude,-87.80683472
1620,inspectionid,70284
1620,dbaname,fried rice express
1620,akaname,fried rice express
1620,license,1649319
1620,facilitytype,
1620,risk,risk 1 (high)
1620,address,7108 w higgins ave 
1620,city,chicago
1620,state,il
1620,zip,60656
1620,inspectiondate,01/13/2010
1620,inspectiontype,out of business
1620,results,pass
1620,latitude,41.98080502
1620,longitude,-87.80502338
1621,inspectionid,70285
1621,dbaname,fried rice express
1621,akaname,fried rice express
1621,license,1874193
1621,facilitytype,
1621,risk,risk 1 (high)
1621,address,7108 w higgins ave 
1621,city,chicago
1621,state,il
1621,zip,60656
1621,inspectiondate,01/13/2010
1621,inspectiontype,out of business
1621,results,pass
1621,latitude,41.98080502
1621,longitude,-87.80502338
1622,inspectionid,70286
1622,dbaname,fried rice express
1622,akaname,fried rice express
1622,license,1985237
1622,facilitytype,restaurant
1622,risk,risk 1 (high)
1622,address,7108 w higgins ave 
1622,city,chicago
1622,state,il
1622,zip,60656
1622,inspectiondate,01/13/2010
1622,inspectiontype,canvass
1622,results,pass
1622,latitude,41.98080502
1622,longitude,-87.80502338
1623,inspectionid,70287
1623,dbaname,dunkin donuts baskin robbins
1623,akaname,dunkin donuts baskin robbins
1623,license,1488341
1623,facilitytype,restaurant
1623,risk,risk 2 (medium)
1623,address,6001 w addison st 
1623,city,chicago
1623,state,il
1623,zip,60634
1623,inspectiondate,01/14/2010
1623,inspectiontype,canvass
1623,results,pass
1623,latitude,41.94566017
1623,longitude,-87.77662242
1624,inspectionid,70288
1624,dbaname,sami swoi
1624,akaname,sami swoi
1624,license,1492025
1624,facilitytype,restaurant
1624,risk,risk 1 (high)
1624,address,3550 n austin ave 
1624,city,chicago
1624,state,il
1624,zip,60634
1624,inspectiondate,01/14/2010
1624,inspectiontype,canvass
1624,results,pass
1624,latitude,41.94548695
1624,longitude,-87.77663733
1625,inspectionid,70289
1625,dbaname,maria's mexican resturant
1625,akaname,maria's mexican resturant
1625,license,22926
1625,facilitytype,restaurant
1625,risk,risk 1 (high)
1625,address,9440 w foster ave 
1625,city,chicago
1625,state,il
1625,zip,60656
1625,inspectiondate,01/14/2010
