inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude,location
68158,t tasty house,t tasty house,2017359.0,restaurant,risk 1 (high),2002 s wentworth ave ,chicago,il,60616.0,02/04/2010,license,fail,41.855281700000006,-87.63199264,"(41.85528170377401, -87.63199264229414)"
68159,mcdonald's,mcdonald's,1718785.0,restaurant,risk 2 (medium),8321 s ashland ave ,chicago,il,60620.0,01/28/2010,short form complaint,pass,41.74242082,-87.66309114,"(41.742420824438476, -87.6630911433338)"
68160,chicken hut,chicken hut,23914.0,restaurant,risk 1 (high),3200 n broadway ,chicago,il,60657.0,02/04/2010,suspected food poisoning,fail,41.9400969,-87.64454837,"(41.94009690438851, -87.64454836666702)"
68161,building blocks learning academy,building blocks learning academy,1618164.0,daycare (2 years),risk 1 (high),1118 w 69th st ,chicago,il,60621.0,02/04/2010,canvass,pass,41.768828000000006,-87.65260541,"(41.768827997910584, -87.65260540548795)"
68162,army & lou's,army & lou's,2017194.0,restaurant,risk 1 (high),420 e 75th st ,chicago,il,60619.0,02/01/2010,license,fail,41.75853579,-87.61420476,"(41.75853578786506, -87.61420475549959)"
68163,emmanuel christian school,emmanuel christian school,1981454.0,school,risk 1 (high),8301 s damen st bldg ,chicago,il,60620.0,02/04/2010,complaint,pass,41.742855,-87.67281431,"(41.74285500219764, -87.67281430754038)"
68164,kings gyros,kings gyros,1963317.0,restaurant,risk 1 (high),7904 s vincennes ave ,chicago,il,60620.0,02/04/2010,complaint,pass,41.75061951,-87.6344093,"(41.75061951046441, -87.6344092993733)"
68165,burbank,burbank elementary school,22401.0,school,risk 1 (high),2035 n mobile ,chicago,il,60639.0,02/05/2010,canvass re-inspection,pass,41.91759334,-87.78266267,"(41.91759334051134, -87.78266266765927)"
68166,little kids village learning,little kids village learning,1422942.0,daycare (2 - 6 years),risk 1 (high),2656 w 71st st ,chicago,il,60629.0,02/05/2010,canvass,fail,41.76468932,-87.69044084,"(41.764689317705226, -87.6904408401805)"
68167,little kids village learning,little kids village learning,1422943.0,daycare (2 - 6 years),risk 1 (high),2656 w 71st st ,chicago,il,60629.0,02/05/2010,canvass,fail,41.76468932,-87.69044084,"(41.764689317705226, -87.6904408401805)"
68168,"three brothers food market, inc","three brothers food market, inc",2016906.0,grocery store,risk 2 (medium),5360 w division st ,chicago,il,60651.0,02/05/2010,license re-inspection,pass,41.90230475,-87.76065826,"(41.90230474661144, -87.76065826255068)"
68169,la guerrerense,la guerrerense,67114.0,grocery store,risk 2 (medium),4149 w armitage ave ,chicago,il,60639.0,02/05/2010,short form complaint,pass,41.917,-87.73098926,"(41.9170000027784, -87.73098926451316)"
68170,mr. philly,mr. philly,1649619.0,restaurant,risk 2 (medium),5254 w chicago ave ,chicago,il,60651.0,02/05/2010,complaint,fail,41.89502331,-87.75783481,"(41.89502331496054, -87.75783480830066)"
68171,"madison food mart, inc","madison food mart, inc",2014259.0,grocery store,risk 3 (low),5402 w madison st ,chicago,il,60644.0,02/05/2010,license re-inspection,pass,41.88041576,-87.76027851,"(41.88041576281324, -87.76027851465174)"
68172,chicken hut,chicken hut,23914.0,restaurant,risk 1 (high),3200 n broadway ,chicago,il,60657.0,02/05/2010,suspected food poisoning re-inspection,pass,41.9400969,-87.64454837,"(41.94009690438851, -87.64454836666702)"
68173,mcdonald' s # 5618,mcdonald' s # 5618,1960250.0,restaurant,risk 2 (medium),3620 n clark st ,chicago,il,60613.0,02/05/2010,suspected food poisoning,pass w/ conditions,41.94771192,-87.65709387,"(41.94771192275855, -87.65709387286819)"
68174,mcdonald' s # 5618,mcdonald' s # 5618,1960250.0,restaurant,risk 2 (medium),3620 n clark st ,chicago,il,60613.0,02/05/2010,suspected food poisoning,pass w/ conditions,41.94771192,-87.65709387,"(41.94771192275855, -87.65709387286819)"
68175,p & p american & chinese food,p & p american & chinese food,2017568.0,restaurant,risk 1 (high),5409 w north ave ,chicago,il,60639.0,02/05/2010,license,fail,41.90932386,-87.76097489,"(41.909323858178425, -87.76097488832582)"
68176,happy fish & chicken,happy fish & chicken,1970524.0,restaurant,risk 2 (medium),5-7 s cicero ave ,chicago,il,60644.0,02/05/2010,canvass re-inspection,pass,41.88031246,-87.74512375,"(41.88031245756281, -87.74512375356417)"
68177,tarkington,tarkington,26791.0,school,risk 1 (high),3330 w 71st st ,chicago,il,60629.0,02/05/2010,canvass,pass,41.76443483,-87.70642093,"(41.76443483084098, -87.7064209292251)"
68178,bibim bowl,bibim bowl,2013910.0,restaurant,risk 1 (high),3952 n sheridan rd ,chicago,il,60613.0,02/05/2010,license re-inspection,pass,41.95427746,-87.65468607,"(41.95427746181071, -87.65468607461881)"
68179,pho's thai cuisine,pho's thai cuisine,1842761.0,restaurant,risk 1 (high),3332 n lincoln ave ,chicago,il,60657.0,02/05/2010,canvass,pass,41.94250592,-87.67079777,"(41.94250592179978, -87.67079776903307)"
68180,little kids village learning,little kids village learning,1617545.0,daycare (under 2 years),risk 1 (high),2845 w 71st st ,chicago,il,60629.0,02/05/2010,canvass,pass,41.76439832,-87.69481745,"(41.76439832223245, -87.69481744798337)"
68181,el cisne,el cisne grocery,2008805.0,grocery store,risk 3 (low),6924 w diversey ave ,chicago,il,60707.0,02/08/2010,license,fail,41.93094933,-87.79908387,"(41.93094932957589, -87.79908387142106)"
68182,"teddy bear nursery school, inc","teddy bear nursery school, inc",5643.0,daycare above and under 2 years,risk 1 (high),6401 s pulaski rd ,chicago,il,60629.0,02/08/2010,canvass,pass,41.77678336,-87.72256551,"(41.776783362511694, -87.72256551203533)"
68183,poe classical,poe classical,29261.0,school,risk 1 (high),10538 s langley (700e) ,chicago,il,60628.0,02/08/2010,canvass,pass,41.70261965,-87.60645552,"(41.70261964718783, -87.60645552423631)"
68184,renad food inc.,renad food inc.,1545626.0,grocery store,risk 2 (medium),5311 w north ave ,chicago,il,60639.0,02/08/2010,complaint re-inspection,pass,41.90935582,-87.75855846,"(41.90935581505709, -87.75855845901359)"
68185,norwood crossing,norwood crossing,21690.0,long term care,risk 1 (high),6016 n nina ave ,chicago,il,60631.0,02/06/2010,suspected food poisoning,pass,41.99089917,-87.80005474,"(41.990899165915025, -87.80005473961438)"
68186,la fiesta bakery,la fiesta bakery,1488177.0,restaurant,risk 1 (high),6424 s pulaski rd ,chicago,il,60629.0,02/08/2010,canvass,pass,41.7760732,-87.72284125,"(41.77607320206961, -87.72284124538348)"
68187,splice kitchen,splice kitchen,2017491.0,catering,risk 1 (high),2826 n lincoln ave ,chicago,il,60657.0,02/08/2010,license,fail,41.9331015,-87.65968296,"(41.93310149870225, -87.65968295657315)"
68189,gateway newstand,gateway newstand,2017356.0,grocery store,risk 3 (low),404 n wabash ave ,chicago,il,60611.0,02/08/2010,license,fail,41.88947738,-87.62680263,"(41.88947737608096, -87.62680263084833)"
68190,house of ribs,house of ribs,69645.0,empty,risk 1 (high),10953 s michigan ave ,chicago,il,60628.0,02/08/2010,out of business,fail,41.69468342,-87.62063714,"(41.69468341935071, -87.62063714169277)"
68191,kids count too daycare,kids count too daycare,1574362.0,daycare (2 - 6 years),risk 1 (high),1106-1108 w 63rd st ,chicago,il,60621.0,02/08/2010,license re-inspection,pass,41.77974954,-87.65238745,"(41.77974953639613, -87.6523874455561)"
68192,pockets,pockets,1958962.0,restaurant,risk 1 (high),3001 n lincoln ave ,chicago,il,60657.0,02/08/2010,canvass,pass,41.93628164,-87.66371095,"(41.93628164002852, -87.66371095205731)"
68193,harika foods,harika foods,1868216.0,wholesale,risk 2 (medium),1900 n austin ave ,chicago,il,60639.0,02/08/2010,complaint,fail,41.91482043,-87.77555967,"(41.91482042670598, -87.77555966968384)"
68194,buffalo feed the people rib house inc,buffalo feed the people rib house,2016763.0,restaurant,risk 1 (high),10953 s michigan ave ,chicago,il,60628.0,02/08/2010,license re-inspection,pass,41.69468342,-87.62063714,"(41.69468341935071, -87.62063714169277)"
68196,big apple bagel,big apple bagel,59104.0,empty,risk 2 (medium),7327 w irving park rd ,chicago,il,60634.0,02/08/2010,out of business,pass,41.95256779,-87.811194,"(41.9525677922664, -87.81119399574214)"
68197,lee's wok,lee's wok,1141753.0,restaurant,risk 1 (high),1437 w montrose ave ,chicago,il,60613.0,02/08/2010,canvass,pass w/ conditions,41.96151913,-87.66641968,"(41.96151913499143, -87.66641967502689)"
68199,leon's bar-b-que,leon's bar-b-que,3081.0,restaurant,risk 1 (high),8247-8249 s cottage grove ave ,chicago,il,60619.0,02/05/2010,no entry,fail,41.74440376,-87.60489923,"(41.744403764576134, -87.6048992274111)"
68200,smoking tips,smoking tips,2017389.0,restaurant,risk 1 (high),1535 w 79 st bldg ,chicago,il,60620.0,02/05/2010,license,fail,41.7502616,-87.66234576,"(41.75026159818169, -87.66234576167015)"
68201,morrison authentic southern cooking,morrison authentic southern cooking,1422915.0,restaurant,risk 1 (high),8127 s ashland ave ,chicago,il,60620.0,02/04/2010,complaint,pass,41.74589127,-87.66317832,"(41.74589127255891, -87.663178324629)"
68202,jbj mart,jbj mart,2017591.0,grocery store,risk 3 (low),847 e 79 bldg ,chicago,il,60619.0,02/08/2010,license,pass,41.75119869,-87.60331797,"(41.75119869415552, -87.60331797230175)"
68203,shop wise food,shop wise food,133440.0,grocery store,risk 2 (medium),316 w 103rd st ,chicago,il,60628.0,02/09/2010,short form complaint,fail,41.70717395,-87.63140242,"(41.70717395149417, -87.6314024214215)"
68204,"wee wee center for creative learning, inc.","wee wee center for creative learning, inc.",1488783.0,daycare (2 - 6 years),risk 1 (high),2434 w 71st st ,chicago,il,60629.0,02/09/2010,canvass,pass,41.7647865,-87.68461594,"(41.76478649921548, -87.68461594343684)"
68205,la fonda chiquita tlc,la fonda chiquita,2017215.0,restaurant,risk 1 (high),5940 w diversey ave ,chicago,il,60639.0,02/09/2010,license,fail,41.93125972,-87.77520288,"(41.93125971874477, -87.77520287598688)"
68250,tots express learning center,empty,2002536.0,daycare (2 - 6 years),risk 1 (high),1705-07 e 87th st fl ,chicago,il,60617.0,01/05/2010,license re-inspection,pass,41.73684884,-87.58248794,"(41.736848843624756, -87.5824879378845)"
68251,cvs pharmacy #2935,cvs pharmacy #2935,1998048.0,grocery store,risk 3 (low),8712 s stony island ave ,chicago,il,60617.0,01/05/2010,license re-inspection,pass,41.73648161,-87.58578401,"(41.736481612062526, -87.58578401346767)"
68252,leonas,leonas,1491933.0,restaurant,risk 1 (high),9156 s stony island ave ,chicago,il,60617.0,01/05/2010,short form complaint,pass,41.72795238,-87.58558036,"(41.72795237840198, -87.58558036137349)"
68253,avy's pizza,avy's pizza,2013312.0,restaurant,risk 2 (medium),9917 s ewing ave ,chicago,il,60617.0,01/06/2010,license,fail,41.71524399,-87.53513029,"(41.71524399093076, -87.53513029319586)"
68254,"eastside soccer dome, inc.",empty,2009231.0,restaurant,risk 2 (medium),11919 s avenue o ave fl ,chicago,il,60617.0,01/06/2010,license,fail,41.67851714,-87.53989365,"(41.67851714188012, -87.53989365304756)"
68255,mcdonalds restaurant,mcdonalds,12886.0,restaurant,risk 2 (medium),9211 s commercial ave ,chicago,il,60617.0,01/08/2010,short form complaint,pass w/ conditions,41.72788019,-87.55106123,"(41.72788019121327, -87.5510612280602)"
68256,citgo,citgo,58452.0,grocery store,risk 3 (low),2941 e 83rd st ,chicago,il,60617.0,01/08/2010,consultation,pass,41.74453594,-87.55235845,"(41.74453593701442, -87.55235844692069)"
68257,burger king #16882,burger king #16882,1943412.0,restaurant,risk 2 (medium),1701 e 95th st ,chicago,il,60617.0,01/08/2010,suspected food poisoning,pass,41.7222678,-87.58251019,"(41.722267795815995, -87.58251019434339)"
68258,mcdonalds #12003,mcdonalds #12003,1043070.0,restaurant,risk 2 (medium),8871 s kingston ave ,chicago,il,60617.0,01/11/2010,short form complaint,pass,41.73372473,-87.56428682,"(41.733724728351504, -87.56428681640708)"
68259,"eastside soccer dome, inc.",eastside soccer dome,2009231.0,restaurant,risk 2 (medium),11919 s avenue o ave frnt ,chicago,il,60617.0,01/11/2010,license re-inspection,pass,41.67851714,-87.53989365,"(41.67851714188012, -87.53989365304756)"
68260,hibachi seafood buffet,tasty  restaurant  inc.,1595096.0,restaurant,risk 1 (high),3556 e 118th st ,chicago,il,60617.0,01/11/2010,short form complaint,pass,41.68105296,-87.53667487,"(41.68105296497677, -87.53667486938006)"
68261,t & t mexican restaurant,t & t mexican restaurant,34396.0,restaurant,risk 1 (high),8929 s commercial ave ,chicago,il,60617.0,01/12/2010,canvass,pass,41.73284708,-87.55117614,"(41.732847079711306, -87.55117614380433)"
68262,olamummy afrocentric restaurant,olamummy afrocentric restaurant,72269.0,restaurant,risk 1 (high),8725 s commercial ave ,chicago,il,60617.0,01/12/2010,canvass re-inspection,pass,41.73661152,-87.55126653,"(41.73661151916399, -87.5512665268688)"
68263,mcdonalds,mc donalds,1770419.0,restaurant,risk 2 (medium),1951 e 95th st ,chicago,il,60617.0,01/12/2010,short form complaint,pass,41.72235445,-87.57577806,"(41.72235444829322, -87.57577806414749)"
68264,macias produce inc.,macias produce inc.,1648017.0,grocery store,risk 1 (high),8933 s commercial ave ,chicago,il,60617.0,01/19/2010,canvass,pass,41.73273359,-87.55117278,"(41.73273359494837, -87.55117278355699)"
68265,lapaz restaurant,lapaz restaurant,1334013.0,restaurant,risk 1 (high),9625 s ewing ave ,chicago,il,60617.0,01/19/2010,canvass,pass,41.72059046,-87.53514240000001,"(41.720590461950856, -87.53514240131703)"
68266,babas famous steak & lemonade,babas famous steak & lemonade,1820972.0,restaurant,risk 2 (medium),9529 s jeffery ave ,chicago,il,60617.0,01/19/2010,canvass,pass,41.721558200000004,-87.57518788,"(41.72155819719922, -87.57518787768151)"
68267,el guero,el guero,18978.0,grocery store,risk 1 (high),9027-9029 s commercial ave ,chicago,il,60617.0,01/20/2010,canvass,fail,41.73107587,-87.55113417,"(41.7310758719025, -87.55113416594888)"
68268,cecy's molino de masa,cecy's molino de masa,33267.0,grocery store,risk 1 (high),8544  -08546 s commercial ave ,chicago,il,60617.0,01/22/2010,canvass,fail,41.739684600000004,-87.55162082,"(41.739684595079034, -87.55162081518151)"
68269,harmony hamburgers,harmony hamburgers,3689.0,restaurant,risk 1 (high),3643 e 106th st ,chicago,il,60617.0,01/22/2010,out of business,pass,41.70262228,-87.53480834,"(41.70262227972573, -87.5348083383225)"
68270,harmony hamburgers,harmony hamburgers,2013769.0,restaurant,risk 1 (high),3643 e 106th st ,chicago,il,60617.0,01/22/2010,license re-inspection,pass,41.70262228,-87.53480834,"(41.70262227972573, -87.5348083383225)"
68271,de arcos pizza & restaurant,de arcos pizza & restaurant,1577283.0,restaurant,risk 1 (high),2832 e 87th st ,chicago,il,60617.0,01/22/2010,tag removal,pass,41.73744679,-87.55503912,"(41.737446792721215, -87.55503911795913)"
68272,de arcos pizza & restaurant,de arcos pizza & restaurant,1577283.0,restaurant,risk 1 (high),2832 e 87th st ,chicago,il,60617.0,01/22/2010,tag removal,pass,41.73744679,-87.55503912,"(41.737446792721215, -87.55503911795913)"
68273,el jacalito,el jacalito,60821.0,restaurant,risk 1 (high),8465 s commercial ave ,chicago,il,60617.0,01/25/2010,canvass,pass,41.7416951,-87.55136105,"(41.741695104855154, -87.55136104647099)"
68274,fisherman's choice seafood,fisherman's choice seafood,80789.0,restaurant,risk 1 (high),8918 s commercial ave ,chicago,il,60617.0,01/25/2010,complaint,pass,41.73312627,-87.55147733,"(41.733126274660215, -87.55147733331737)"
68275,j & j fish,j & j fish,1276537.0,restaurant,risk 2 (medium),8508 s stony island ave ,chicago,il,60617.0,01/25/2010,canvass,pass,41.74025425,-87.58586833,"(41.74025424504132, -87.58586832782471)"
68276,"triple a services, inc.","triple a services, inc.",2009410.0,mobile food dispenser,risk 3 (low),2637 s throop st ,chicago,il,60608.0,01/27/2010,license,pass,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
68277,"triple a services, inc.","triple a services, inc.",2009420.0,mobile food dispenser,risk 3 (low),2637 s throop st ,chicago,il,60608.0,01/27/2010,license,pass,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
68278,"triple a services, inc.","triple a services, inc.",2009175.0,mobile food dispenser,risk 3 (low),2637 s throop st ,chicago,il,60608.0,01/27/2010,license,pass,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
68279,"triple a services, inc.","triple a services, inc.",2009401.0,mobile food dispenser,risk 3 (low),2637 s throop st ,chicago,il,60608.0,01/27/2010,license,pass,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
68280,"revaca frutas y legumres mexicanas, co.","revaca frutas y legumres mexicanas, co.",2014072.0,wholesale,risk 3 (low),2455 s damen ave fl ,chicago,il,60608.0,01/28/2010,license,fail,41.846990999999996,-87.67555861,"(41.84699099769368, -87.67555861123635)"
68281,ocean buffet,ocean buffet,1767581.0,restaurant,risk 1 (high),3145 s ashland ave ,chicago,il,60608.0,01/28/2010,complaint,pass w/ conditions,41.83646835,-87.66556690000002,"(41.836468347729024, -87.66556690213167)"
68282,taquitos,taquitos,2014090.0,restaurant,risk 1 (high),8701 s exchange ave ,chicago,il,60617.0,02/01/2010,license re-inspection,pass,41.73727228,-87.55266238,"(41.73727228355499, -87.55266238459026)"
68284,95th discount store,95th discount store,2013132.0,grocery store,risk 3 (low),1926 e 95th st ,chicago,il,60617.0,02/02/2010,license,pass,41.72256092,-87.57678028,"(41.72256091626551, -87.57678028136517)"
68285,el guero,el guero,18978.0,grocery store,risk 1 (high),9027-9029 s commercial ave ,chicago,il,60617.0,02/02/2010,canvass re-inspection,pass,41.73107587,-87.55113417,"(41.7310758719025, -87.55113416594888)"
68286,papi real taco,papi real taco,2016716.0,restaurant,risk 1 (high),3544 e 106th st ,chicago,il,60617.0,02/02/2010,license,pass,41.70285191,-87.53713929,"(41.70285190603626, -87.537139292445)"
68287,"triple a services, inc.",commissary,4528.0,wholesale,risk 3 (low),2637 s throop st ,chicago,il,60608.0,02/03/2010,canvass re-inspection,pass,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
68288,"triple a services, inc.",mobile truck #132,2009286.0,mobile food,risk 3 (low),2637 s throop st ,chicago,il,60608.0,02/03/2010,license re-inspection,pass,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
68289,cecy's molino de masa,cecy's molino de masa,33267.0,grocery store,risk 1 (high),8544  -08546 s commercial ave ,chicago,il,60617.0,02/04/2010,canvass re-inspection,pass,41.739684600000004,-87.55162082,"(41.739684595079034, -87.55162081518151)"
68290,cocula restaurant,cocula restaurant,25772.0,restaurant,risk 1 (high),8847 s commercial ave ,chicago,il,60617.0,02/04/2010,complaint,pass,41.73416431,-87.55121062,"(41.734164308734876, -87.55121061634853)"
68291,skyway dog house inc,skyway dog house inc,3558.0,restaurant,risk 2 (medium),9480 s ewing ave ,chicago,il,60617.0,02/04/2010,complaint,fail,41.72303512,-87.53679203,"(41.72303512369261, -87.53679203497643)"
68292,dunkin donuts baskin robbins,dunkin donuts baskin robbins,1546539.0,restaurant,risk 2 (medium),8753 s stony island ave ,chicago,il,60617.0,02/05/2010,out of business,fail,41.73536134,-87.58501433,"(41.73536134404252, -87.58501433108263)"
68293,dunkin donuts baskin robbins,dunkin donuts baskin robbins,1913868.0,restaurant,risk 2 (medium),8753 s stony island ave ,chicago,il,60617.0,02/05/2010,short form complaint,pass w/ conditions,41.73536134,-87.58501433,"(41.73536134404252, -87.58501433108263)"
68294,hibachi seafood buffet,tasty  restaurant  inc.,1595096.0,restaurant,risk 1 (high),3556 e 118th st ,chicago,il,60617.0,02/05/2010,short form complaint,pass,41.68105296,-87.53667487,"(41.68105296497677, -87.53667486938006)"
68295,thorp elem/learn charter,thorp elem/learn charter,2046661.0,school,risk 1 (high),8914 s buffalo ave bsmt ,chicago,il,60617.0,02/16/2010,canvass,pass,41.73331035,-87.54451462,"(41.73331034983172, -87.54451462352165)"
68296,"maya's pizza, inc.","maya's pizza, inc.",1846595.0,restaurant,risk 1 (high),8550 s commercial ave ,chicago,il,60617.0,02/16/2010,canvass,pass,41.73951522,-87.55161787,"(41.7395152198227, -87.55161786599929)"
68297,de arcos pizza & restaurant,de arcos pizza & restaurant,1577283.0,restaurant,risk 1 (high),2832 e 87th st ,chicago,il,60617.0,02/16/2010,complaint,pass,41.73744679,-87.55503912,"(41.737446792721215, -87.55503911795913)"
68298,south shore hospital,south shore hospital,1045381.0,hospital,risk 1 (high),8012 s crandon ave ,chicago,il,60617.0,02/17/2010,short form complaint,pass,41.749450599999996,-87.56877862,"(41.74945060417943, -87.5687786244394)"
68299,kentucky fried chicken 521042,kentucky fried chicken 521042,1816813.0,restaurant,risk 2 (medium),1617 e 95th st ,chicago,il,60617.0,02/17/2010,complaint,pass,41.72224132,-87.58438014,"(41.722241316658945, -87.5843801363996)"
68300,jane addams elementary,jane addams elementary,2046662.0,school,risk 2 (medium),10810 s avenue h ,chicago,il,60617.0,02/18/2010,canvass,pass,41.69871497,-87.53301251,"(41.69871496816594, -87.53301250518821)"
68301,burnham anthony branch,burnham anthony branch,22432.0,school,risk 1 (high),9800 s torrence (2634e) ,chicago,il,60617.0,02/18/2010,canvass,pass,41.71717092,-87.55994727,"(41.71717091702082, -87.55994726932818)"
68302,"desde puerto rico, inc.","desde puerto rico, inc.",1891773.0,restaurant,risk 1 (high),8810 s commercial ave ,chicago,il,60617.0,02/18/2010,canvass,pass,41.735181299999994,-87.55152817,"(41.73518130354996, -87.55152817253847)"
68303,lawrence elementary,lawrence elementary,2046663.0,school,risk 1 (high),9928 s crandon ave fl ,chicago,il,60617.0,02/19/2010,canvass,pass,41.71440176,-87.56716721,"(41.714401763473084, -87.56716721220778)"
68304,banner academy,empty,2046649.0,school,risk 1 (high),2330 e 99th st ,chicago,il,60617.0,02/19/2010,canvass,pass,41.71542346,-87.56697908,"(41.71542346065428, -87.56697908458831)"
68305,burnham elementary,burnham elementary,2046664.0,school,risk 1 (high),1903 e 96th st fl ,chicago,il,60617.0,02/22/2010,canvass,pass,41.72050221,-87.57759489,"(41.72050221198201, -87.57759489140447)"
68306,skyway dog house inc,skyway dog house inc,3558.0,restaurant,risk 2 (medium),9480 s ewing ave ,chicago,il,60617.0,02/22/2010,complaint re-inspection,pass,41.72303512,-87.53679203,"(41.72303512369261, -87.53679203497643)"
68307,comm mental health council inc,comm mental health council inc,15043.0,restaurant,risk 1 (high),8704 s constance ave ,chicago,il,60617.0,02/22/2010,canvass,pass,41.73679867,-87.57950449,"(41.73679866657223, -87.57950448750407)"
68308,walgreens #04752,walgreens #04752,2003467.0,grocery store,risk 3 (low),316 w cermak rd ,chicago,il,60616.0,02/23/2010,license-task force,fail,41.852991499999995,-87.63554385,"(41.85299150310135, -87.6355438546436)"
68309,barton senior residences of chicago,rush barton senior residence of chicago,1119292.0,assisted living,risk 1 (high),1245 s wood st ,chicago,il,60608.0,02/23/2010,suspected food poisoning,pass,41.86539786,-87.67116222,"(41.86539785619372, -87.6711622194772)"
68310,walgreens #2073,walgreens #2073,2003200.0,grocery store,risk 3 (low),5401 s wentworth ave ,chicago,il,60609.0,02/23/2010,license-task force,fail,41.79623488,-87.63040492,"(41.796234875219376, -87.63040492438661)"
68311,bright elementary,bright elementary,2046668.0,school,risk 2 (medium),10740 s calhoun ave fl ,chicago,il,60617.0,02/24/2010,canvass,pass,41.69973969,-87.56212104,"(41.69973969103101, -87.56212104454222)"
68312,bright elementary annex,empty,2046669.0,school,risk 1 (high),10740 s calhoun ave ,chicago,il,60617.0,02/24/2010,canvass,pass,41.69973969,-87.56212104,"(41.69973969103101, -87.56212104454222)"
68313,avy's pizza,avy's pizza,2013312.0,restaurant,risk 2 (medium),9917 s ewing ave ,chicago,il,60617.0,02/25/2010,license re-inspection,pass,41.71524399,-87.53513029,"(41.71524399093076, -87.53513029319586)"
68314,phil's kastle,phil's kastle,1193175.0,restaurant,risk 1 (high),3532 e 95th st ,chicago,il,60617.0,02/25/2010,complaint,pass,41.72303873,-87.53747699,"(41.723038728538164, -87.53747698960596)"
68315,bj's market & bakery,bj's market & bakery,55054.0,restaurant,risk 1 (high),8734 s stony island ave ,chicago,il,60617.0,02/25/2010,special events (festivals),pass,41.73585958,-87.58577161,"(41.73585957574674, -87.58577161179068)"
68316,victory centre of south chicago slf,victory centre of south chicago slf,1968546.0,assisted living,risk 1 (high),3251 e 92nd st ,chicago,il,60617.0,02/26/2010,canvass,pass w/ conditions,41.72821355,-87.54469279,"(41.72821354639786, -87.54469279388253)"
68317,moore house,moore house,1242839.0,golden diner,risk 1 (high),9135 s brandon ave ,chicago,il,60617.0,02/26/2010,canvass,pass,41.72907179,-87.54675627,"(41.729071788192, -87.54675627458882)"
68318,south chicago ymca,south chicago senior center,2046670.0,golden diner,risk 1 (high),3039 e 91st st fl ,chicago,il,60617.0,02/26/2010,canvass,pass,41.72998212,-87.54971598,"(41.72998212286057, -87.54971598010755)"
68319,jewel food store #3139,jewel food store #3139,1356.0,grocery store,risk 1 (high),3940 e 106th st ,chicago,il,60617.0,03/02/2010,complaint,pass,41.7028061,-87.52770401,"(41.70280609509113, -87.52770401162324)"
68320,tacos reyna,empty,0.0,restaurant,risk 1 (high),3522 e 100th st ,chicago,il,60617.0,03/02/2010,consultation,fail,41.71397724,-87.53791711,"(41.713977242807225, -87.53791711085145)"
68321,just turkey restaurant,just turkey,2017661.0,restaurant,risk 1 (high),8301 s stony island ave ,chicago,il,60617.0,03/02/2010,license,pass,41.74416023,-87.58522849,"(41.74416023099397, -87.5852284872351)"
68322,polka sausage & deli,polka sausage & deli,10963.0,restaurant,risk 1 (high),8753 s commercial ave ,chicago,il,60617.0,03/04/2010,special events (festivals),pass,41.73582029,-87.55124869,"(41.735820289668375, -87.55124868960637)"
68323,maxwell street grill,maxwell street grill,1620442.0,restaurant,risk 1 (high),7901 s south chicago ave ,chicago,il,60617.0,03/04/2010,short form complaint,pass,41.75150375,-87.58543744,"(41.75150374874277, -87.58543743694896)"
68324,dunkin donuts baskin robbins,dunkin donuts baskin robbins,1913868.0,restaurant,risk 2 (medium),8753 s stony island ave ,chicago,il,60617.0,03/04/2010,complaint,fail,41.73536134,-87.58501433,"(41.73536134404252, -87.58501433108263)"
68325,davis developmental center,empty,1578.0,school,risk 1 (high),9101 s jeffery ave fl ,chicago,il,60617.0,03/05/2010,out of business,fail,41.72966225,-87.57538752,"(41.72966224793181, -87.57538752138497)"
68326,chinese see thru kitchen,chinese see thru kitchen,1249458.0,restaurant,risk 1 (high),1651 w roosevelt rd ,chicago,il,60608.0,03/05/2010,suspected food poisoning,fail,41.86674938,-87.66846405,"(41.866749382827074, -87.66846405285052)"
68327,sacred heart school,sacred heart school,2046675.0,school,risk 2 (medium),2906 e 96th st ,chicago,il,60617.0,03/08/2010,canvass,pass,41.72102145,-87.55348266,"(41.72102145070502, -87.55348266060378)"
68328,our lady of guadalupe,our lady of guadalupe,2046676.0,school,risk 2 (medium),9050 s burley st ,chicago,il,60617.0,03/08/2010,canvass,pass,41.7304069,-87.54582298,"(41.73040689872403, -87.54582297896138)"
68329,immaculate conception,immaculate conception,2046677.0,school,risk 2 (medium),8739 s exchange ave ,chicago,il,60617.0,03/11/2010,canvass,pass,41.73619955,-87.55264455,"(41.73619954540329, -87.55264455369914)"
68330,st. michael,empty,2046678.0,school,risk 1 (high),8231 s south shore dr ,chicago,il,60617.0,03/11/2010,out of business,fail,41.74558757,-87.54777584,"(41.745587569924425, -87.54777583836761)"
68331,st. michael,st.michael,20196.0,school,risk 2 (medium),8231 s south shore dr ,chicago,il,60617.0,03/11/2010,canvass,pass w/ conditions,41.74558757,-87.54777584,"(41.745587569924425, -87.54777583836761)"
